SP,LogMass,LogLength,LogDiameter
28,0.900367129,2.556302501,0.851258349
28,0.926856709,2.544068044,0.862727528
28,0.939519253,2.740362689,1.098124338
28,1.092088739,2.230448921,1.033423755
28,1.097014231,2.648360011,0.90227492
28,1.171960354,2.643452676,0.735997884
28,1.209461395,2.612783857,0.778874472
28,1.288919606,2.672097858,1.041392685
28,1.676236217,2.568201724,1.359361103
28,2.246358225,2.759667845,1.215174739
29,-2.452225295,0.715167358,-0.37161107
29,-2.22184875,0.505149978,-0.177178355
29,-2.15490196,0.755874856,-0.060480747
29,-1.853871964,0.942008053,-0.236572006
29,-1.853871964,0.84509804,-0.161150909
29,-1.853871964,0.716003344,-0.158015195
29,-1.744727495,1,-0.232844134
29,-1.744727495,0.84509804,-0.015472687
29,-1.721246399,0.84509804,-0.139661993
29,-1.619788758,0.826074803,-0.119186408
29,-1.37675071,1.053078443,0.051152522
29,-1.37675071,0.84509804,0.190331698
29,-1.356547324,1,0.108903128
29,-1.337242168,1.222716471,0.131939295
29,-1.229147988,0.84509804,0.117271296
29,-1.124938737,1.130333768,0.095169351
29,-1.119186408,0.84509804,0.226599905
29,-1.113509275,0.84509804,0.255272505
29,-1.096910013,0.982271233,0.273001272
29,-1.086186148,0.84509804,0.234264124
29,-1.080921908,0.903089987,0.264817823
29,-1.040958608,0.938019097,0.245512668
29,-1.036212173,1.021189299,0.144574208
29,-0.954677021,1.056904851,0.307496038
29,-0.882728704,1.113943352,0.239299479
29,-0.876148359,0.991226076,0.243038049
29,-0.863279433,0.963787827,0.290034611
29,-0.790484985,1.064457989,0.419129308
29,-0.764471553,0.995635195,0.329397879
29,-0.728158393,0.954242509,0.321184027
29,-0.625251654,1.079181246,0.348304863
29,-0.452225295,1.113943352,0.445604203
29,0.118925753,1.491361694,0.678973376
29,0.247482261,1.477121255,0.814247596
30,0.290034611,1.929418926,0.742725131
30,0.596597096,2.301029996,0.793790385
30,0.648360011,1.903089987,0.967781908
30,0.659535907,2.531478917,0.790988475
30,0.774516966,1.977723605,0.964023793
30,1.100439475,2.593286067,0.981138783
30,1.202760687,2.544068044,0.977952121
30,1.216165902,2.477121255,1.028774527
30,1.254064453,2.278753601,1.153509989
30,1.341434525,2.477121255,1.107888025
30,1.36078269,2.431363764,1.264109156
30,1.43055877,2.462397998,1.195068996
30,1.483587297,2.371067862,1.360025089
30,1.524396122,2.469822016,1.270212855
30,1.590507462,2.62324929,0.99343623
30,1.648711208,2.794488047,1.197556213
30,1.707144188,2.579783597,1.29961624
30,1.737590166,2.230448921,1.267054336
30,1.900913068,2.911157609,1.151063253
30,1.985426474,2.929418926,1.354972325
30,2.111934276,2.799340549,1.375572174
30,2.223236273,3.033423755,1.362388217
30,2.367169489,3.08278537,1.436162647
31,-0.255707017,1.903089987,0.566437492
31,0.29380436,2,0.371067862
31,0.505421328,2.326335861,0.730378469
31,0.846893543,2.525044807,0.707144188
31,0.925879089,2.146128036,0.680788612
31,1.396356293,2.69019608,0.982044979
31,1.451049198,2.672097858,0.962842681
31,1.689308859,2.72427587,1.602059991
31,1.727541257,2.477121255,1.698970004
31,1.878521796,2.579783597,1.77815125
31,2.042969073,2.822821645,1.060886623
31,2.359940576,2.72427587,1.903089987
31,2.359940576,2.77815125,1.977723605
31,2.437592032,2.991226076,1.84509804
31,2.700020459,2.792391689,1.929418926
31,2.745777218,2.86332286,2.028164419
31,2.772269851,2.919078092,1.799340549
31,3.032981193,2.963787827,1.713154402
31,3.126958213,3.11058971,2.33243846
31,3.198365543,3.161368002,2.096910013
31,3.234268532,3.170261715,2.161368002
31,3.292056605,3.075546961,1.773018073
31,3.698058426,3.133538908,2.67669361
31,3.96201711,3.748188027,2.146128036
31,3.991119492,3.271841607,2.021189299
31,3.991119492,3.225309282,2.591064607
31,4.154713793,3.326335861,2.133538908
31,4.196995215,3.235528447,2.11058971
31,4.235086788,3.311753861,2.802773725
31,4.644645268,3.757396029,2.33243846
32,0.926856709,2,1
32,1.252853031,2.414973348,0.934498451
32,1.537189226,2.505149978,0.977723605
32,1.871572936,2.568201724,1.301029996
32,2.011147361,2.86923172,1.317331935
32,2.03702788,2.716003344,1.457124626
32,2.194791758,2.806179974,1.218141468
32,2.250420002,2.763427994,1.458033192
32,2.339650158,2.875061263,1.134416191
32,2.616790486,2.897627091,1.357649033
32,2.957559402,2.903089987,1.573277837
32,3.053664116,2.86332286,1.698970004
32,3.241795431,2.875061263,1.714916248
32,3.363774587,3.100370545,1.995635195
32,3.542850964,3.139879086,2.181843588
33,0.512817759,1.973127854,0.959041392
33,0.995108458,1.903089987,1.219715476
33,1.150480122,2.255272505,1.194514342
33,2.098297536,2.755874856,1.537819095
33,2.139564266,2.591064607,1.562292864
33,2.32407658,2.672097858,1.602059991
33,2.61898892,2.770852012,1.72427587
33,2.713406532,2.653212514,1.834007196
33,2.849357982,2.579783597,1.632558515
33,2.932930143,2.819543936,1.826074803
33,3.024033898,2.812913357,1.84509804
33,3.247126972,2.986771734,2.004321374
33,3.482389426,2.991226076,1.982271233
33,3.590890672,2.832508913,2.036209567
33,3.647047497,2.991226076,1.984527313
33,3.656430524,3.093421685,2.113943352
33,3.72465057,3.100370545,2.100370545
33,3.739256726,2.886490725,1.995635195
33,3.774151859,2.826074803,1.888656787
33,3.783595016,2.954242509,2.117271296
33,3.984934929,2.959041392,2.037426498
33,4.139267322,2.949390007,2
33,4.264988123,3.093421685,2.267171728
33,4.311621254,3.10720997,2.281033367
33,4.409482172,3.11058971,2.365487985
33,4.523908848,3.176091259,2.374748346
34,-0.346787486,1.716003344,0.122215878
34,1.397940009,2.230448921,1.14332713
34,1.524396122,2.230448921,1
34,1.653212514,2,1
34,1.764922985,2.322219295,1.222586423
34,1.99100444,2.505149978,1.255272505
34,2.285332228,2.556302501,1.518579737
34,2.311541958,2.662757832,1.380211242
34,2.359940576,2.875061263,1.477121255
34,2.924641047,3.008600172,1.547590122
34,3.017369787,2.982271233,1.681241237
34,3.102983126,3.049218023,1.626340367
34,3.254064453,2.949390007,1.72427587
34,3.268875674,3.021189299,1.672097858
34,3.29958356,3.164352856,1.812913357
34,3.351216345,3.071882007,1.469822016
34,3.475853237,3.161368002,1.802773725
34,3.717363581,3.217483944,1.857332496
34,3.962769147,3.354108439,1.949267997
34,4.069240464,3.309630167,2.003288159
34,4.188137883,3.372912003,2.073754998
35,-0.70333481,1.77815125,0.120573931
35,0.353723938,2.190331698,0.706290957
35,0.416640507,2,0.617000341
35,0.586137025,2.414973348,0.57921178
35,0.682686478,2.130333768,0.669316881
35,0.737351696,2.301029996,0.73239376
35,1.378761175,2.431363764,1.168202747
35,1.617304451,2.550228353,1.16479882
35,1.618466492,2.720159303,1.184549481
35,1.71432976,2.596597096,1.055951405
35,1.924795996,2.612783857,1.204933522
35,2.026533265,2.755874856,1.195068996
35,2.091666958,2.544068044,1.311011749
35,2.157758886,2.633468456,1.42036838
35,2.22762965,2.73239376,1.269512944
35,2.363235804,2.73239376,1.437909036
35,2.54344718,2.977723605,1.46456406
35,2.568788212,2.875061263,1.385695625
35,2.856789289,2.826074803,1.501401631
35,2.989805651,2.959041392,1.545863548
35,3.095169351,2.924279286,1.568201724
35,3.346381651,3.113943352,1.596597096
35,3.483587297,3.100370545,1.633468456
36,-1.091514981,1.73239376,-0.017728767
36,-0.647817482,1.72427587,0.3232521
36,-0.63638802,1.903089987,0.209515015
36,-0.607303047,2.041392685,0.138302698
36,-0.573488739,1.908485019,0.125481266
36,-0.527243551,1.977723605,0.24674471
36,-0.503070352,1.954242509,0.146128036
36,-0.428291168,2.021189299,0.130333768
36,-0.317854924,2.164352856,0.188928484
36,-0.209011525,2.041392685,0.252853031
36,-0.000869459,2.113943352,0.30427505
36,0.237543738,2.139879086,0.325310372
36,0.451479405,2.130333768,0.417471693
36,0.478422188,2.255272505,0.441695136
36,0.553761698,2.068185862,0.465382851
36,0.565965817,2.255272505,0.553883027
36,0.570309385,2.217483944,0.531478917
36,0.711216524,2.204119983,0.587710965
36,0.835627166,2.245512668,0.597146488
36,1.021602716,2.235528447,0.624797579
36,1.038977622,2.181843588,0.567026366
36,1.057437868,2.243038049,0.521138084
37,0.703291378,1.903089987,0.775610448
37,0.728353782,2,0.777789187
37,0.774516966,2.301029996,0.769746467
37,0.883661435,2.243038049,0.872738827
37,0.911157609,2.176091259,0.863917377
37,0.926856709,2.290034611,0.912487761
37,0.989004616,2.322219295,0.830267801
37,1.031408464,2.243038049,0.872738827
37,1.138302698,2.290034611,0.901730692
37,1.197280558,2.361727836,0.974050903
37,1.244277121,2.389166084,1.005395032
37,1.291146762,2.322219295,1.049799278
37,1.321184027,2.301029996,1.007107383
37,1.4448252,2.51851394,1.095169351
37,1.481442629,2.612783857,1.049024098
38,-0.022276395,1.903089987,0.301029996
38,0.290034611,2.361727836,0.602059991
38,0.290034611,2.113943352,0.602059991
38,0.33243846,2.371067862,0.301029996
38,0.40654018,2.113943352,0.602059991
38,0.469822016,2.278753601,0.477121255
38,0.469822016,2.243038049,0.602059991
38,0.537819095,2.255272505,0.77815125
38,0.648360011,2.414973348,0.84509804
38,0.694605199,2.51851394,0.698970004
38,0.774516966,2.643452676,0.77815125
38,0.900367129,2.544068044,0.77815125
38,0.926856709,2.579783597,0.903089987
38,0.951823035,2.77815125,0.84509804
38,0.997823081,2.681241237,0.84509804
38,1.422425676,2.903089987,0.992111488
38,1.908216853,2.959041392,1.213517757
38,1.941014244,2.908485019,1.217878578
38,1.956408571,3,1.245142373
38,1.966610987,3,1.176958981
39,-1.102372909,1.829303773,0.084576278
39,-0.510041521,2.146128036,0.269512944
39,-0.27083521,2.255272505,0.346352974
39,-0.229147988,2.301029996,0.381115081
39,0.003460532,2.354108439,0.423245874
39,0.062581984,2.414973348,0.480006943
39,0.142702246,2.06069784,0.576916956
39,0.46478752,2.352182518,0.717670503
39,0.744996674,2.763427994,0.63748973
39,0.973127854,2.653212514,0.812913357
39,1.879766596,3,1.1987945
39,2.808548551,3.049218023,1.431524584
39,2.833274639,3.130333768,1.395501124
39,3.077404246,3.113943352,1.790144365
39,3.159867847,3.342422681,1.606381365
39,3.161080243,3.372912003,1.591064607
39,3.212613697,3.181843588,1.831325766
39,3.461648568,3.290034611,1.795880017
39,3.524778955,3.290034611,1.802773725
39,3.638638988,3.350248018,1.863114587
39,3.647047534,3.439332694,1.84509804
39,3.720710466,3.380211242,1.633468456
39,3.949145952,3.511883361,1.875061263
39,4.055802479,3.413299764,1.987643924
39,4.071548636,3.506505032,1.919078092
39,4.25591946,3.411619706,2.028367884
39,4.365086639,3.526339277,2.033423755
40,-1.552841969,1.602059991,-0.002176919
40,-0.469800302,1.924279286,0.255272505
40,-0.184422252,1.949390007,0.405687787
40,0.133219457,2.068185862,0.467608106
40,0.214843848,1.977723605,0.598243192
40,0.344195716,2.096910013,0.666517981
40,0.352182518,1.973127854,0.788521887
40,0.423245874,1.903089987,0.747800091
40,0.514813295,1.851258349,0.753583059
40,0.596597096,2.230448921,0.656098202
40,0.755874856,2.204119983,0.865103975
40,1.07371835,2.301029996,0.90118578
40,1.18610838,2.230448921,0.823800154
40,1.273001272,2.33243846,0.958563883
40,1.567614443,2.505149978,1.150602952
40,1.648847708,2.484299839,1.037824751
40,1.785329835,2.40654018,1.088313316
40,1.843855423,2.579783597,1.209380952
40,1.857935265,2.69019608,1.168055303
40,1.959518377,2.755874856,1.233376903
40,2.183554534,2.633468456,1.40363519
40,2.246990699,2.716003344,1.389431898
40,2.427323786,2.681241237,1.631291536
41,0.290034611,2.230448921,0.472756449
41,0.389166084,2.230448921,0.343408594
41,0.389166084,2.230448921,0.726319612
41,0.736396502,2.51851394,0.66133934
41,0.809559715,2.204119983,0.615950052
41,1.01911629,2.477121255,0.726319612
41,1.058805487,2.414973348,0.741151599
41,1.174641193,2.462397998,0.755112266
41,1.202760687,2.505149978,0.713910354
41,1.310693312,2.612783857,0.872447648
41,1.36078269,2.653212514,0.92505412
41,1.57921178,2.591064607,0.888179494
41,1.632963168,2.681241237,0.990338855
41,1.671635597,2.462397998,0.985875357
41,1.860936621,2.851258349,0.96964884
41,2.0548045,2.770852012,1.045127307
42,-2.332920795,1.079181246,-0.113509275
42,-2.258060922,0.84509804,0.053078443
42,-2.248720896,0.903089987,-0.187086643
42,-1.886056648,1.079181246,0.214843848
42,-1.769551079,1.230448921,0.243038049
42,-1.744727495,1.113943352,0.084576278
42,-1.744727495,1.544068044,0.195899652
42,-1.468521083,1.255272505,0.26245109
42,-1.37675071,1.230448921,0.303196057
42,-1.356547324,1.447158031,0.376576957
42,-1.292429824,1.568201724,0.271841607
42,-1.22184875,1.301029996,0.322219295
42,-1.096910013,1.301029996,0.478566496
42,-0.730487056,1.505149978,0.701999475
42,-0.714442691,1.404833717,0.680788612
42,-0.694648631,1.602059991,0.689752696
42,-0.681936665,1.672097858,0.641474111
42,-0.417936637,1.716003344,0.796227314
42,-0.180456064,1.740362689,0.824125834
42,-0.001740662,1.903089987,0.889861721
42,0.070407322,1.72916479,0.452553063
43,-2.896196279,0.799340549,-0.462180905
43,-2.096910013,0.929418926,-0.096910013
43,-2.045757491,1.146128036,-0.142667504
43,-1.698970004,1.176091259,-0.13076828
43,-1.677780705,1.301029996,0.091666958
43,-1.619788758,0.77815125,-0.102372909
43,-1.619788758,0.84509804,0.054995862
43,-1.494850022,1.51851394,0.138302698
43,-1.397940009,0.903089987,0.191730393
43,-1.356547324,1,0.02325246
43,-1.337242168,1.079181246,0.004321374
43,-1.30980392,1.505149978,0.136720567
43,-1.148741651,1.342422681,0.173186268
43,-0.899629455,1.397940009,0.271841607
43,-0.879426069,1,0.283301229
43,-0.853871964,1.397940009,0.250420002
43,-0.826813732,1.079181246,0.208172527
43,-0.804100348,1.462397998,0.276461804
43,-0.782516056,1.361727836,0.282168778
43,-0.657577319,1.176091259,0.319106059
43,-0.588380294,1.431363764,0.36078269
43,-0.588380294,1.531478917,0.436957331
43,-0.515700161,1.204119983,0.388278863
44,0.752048448,2.447158031,0.781396305
44,0.774516966,2.342422681,0.719331287
44,0.774516966,2.51851394,0.751279104
44,1.539076099,2.73239376,1.039612382
44,1.644438589,2.591064607,1.330007701
44,1.697229343,2.62324929,1.011358954
44,1.764176132,2.716003344,1.130333768
44,2.004751156,2.633468456,1.255151851
44,2.156851901,2.755874856,1.583991799
44,2.18582536,2.716003344,1.21919144
44,2.51295108,2.748188027,1.506538855
44,2.597804842,2.748188027,1.82467893
44,2.900367129,2.919078092,1.765445018
44,2.951823035,2.963787827,2.096910013
44,2.975431809,2.875061263,1.809627042
44,2.980866555,2.826074803,2.122215878
44,3.041392685,2.919078092,1.873320602
44,3.434036407,3.133538908,1.9654369
44,3.438542349,2.968482949,2.220108088
44,3.573451822,3.06069784,2.247973266
44,3.627877695,3.068185862,2.230448921
44,3.691670795,2.963787827,2.301029996
44,4.049863827,3.181843588,2.443262987
44,4.37578551,3.250420002,2.591064607
45,0.290034611,1.77815125,0.477121255
45,0.774516966,2.230448921,0.698970004
45,0.774516966,2.204119983,0.77815125
45,0.774516966,2.230448921,0.903089987
45,0.975431809,2.204119983,1
45,1.039414119,2.361727836,0.954242509
45,1.039414119,2.278753601,1.113943352
45,1.077367905,2.397940009,0.954242509
45,1.128722284,2.342422681,1.041392685
45,1.229169703,2.342422681,0.84509804
45,1.277609214,2.431363764,1.041392685
45,1.331427297,2.491361694,1.079181246
45,1.370142847,2.397940009,1.176091259
45,1.422425676,2.477121255,1
45,1.490660653,2.462397998,1.230448921
45,1.573451822,2.51851394,1.380211242
45,1.627877695,2.51851394,1.204119983
46,-0.602059991,1.832508913,0.33243846
46,-0.488116639,1.875061263,0.416640507
46,-0.187086643,1.653212514,0.503109437
46,0.021189299,1.875061263,0.428134794
46,0.14082218,1.740362689,0.678062905
46,0.217483944,1.929418926,0.461648568
46,0.243038049,2.342422681,0.443262987
46,0.352182518,2.041392685,0.400537989
46,0.484299839,2.243038049,0.607455023
46,0.720159303,2.243038049,0.783903579
46,0.889301703,2.322219295,0.603144373
46,0.975431809,2.568201724,0.932473765
46,1.141449773,2.602059991,0.765668555
46,1.147676324,2.672097858,0.831869774
46,1.273001272,2.792391689,0.866582677
46,1.767897616,2.792391689,1.200029267
46,1.846337112,2.8162413,1.144106973
46,2.407560849,2.903089987,1.12904506
46,2.876737297,2.939519253,1.658393026
47,-1.769551079,1.301029996,-0.073143291
47,-1.207608311,1.397940009,0.079181246
47,-0.671620397,1.812913357,0.158362492
47,-0.617982957,1.77815125,0.084576278
47,-0.49757288,1.954242509,0.274157849
47,-0.326058001,1.698970004,0.312811826
47,-0.282329497,1.77815125,0.401400541
47,-0.183096161,2.021189299,0.243038049
47,0.130655349,2.041392685,0.428134794
47,0.161068385,2.217483944,0.4448252
47,0.276921132,2.190331698,0.397940009
47,0.42111013,1.698970004,0.517195898
47,0.465234095,2.041392685,0.538448052
47,0.558708571,2.414973348,0.465382851
47,0.561339941,2.146128036,0.489255168
47,0.67329744,1.903089987,0.436957331
47,0.916401304,1.954242509,0.764549719
47,0.953952883,2.40654018,0.561101384
47,1.156730826,2.204119983,0.718501689
47,1.219505937,2.021189299,0.807196661
48,-1.27572413,1,0.184691431
48,-0.793174124,1.255272505,0.086359831
48,-0.684029655,1.531478917,0.187520721
48,-0.602059991,1.531478917,0.167317335
48,-0.213248578,1,0.135132651
48,-0.187086643,1.301029996,0.136720567
48,-0.174573882,1,0.153814864
48,-0.122053048,1,0.212187604
48,-0.014573526,1.342422681,0.337459261
48,0.194514342,1.301029996,0.187520721
48,0.283753383,1.255272505,0.421603927
48,0.331832044,1.544068044,0.225309282
48,0.344392274,1.301029996,0.39707055
48,0.413802517,1.544068044,0.298853076
48,0.47957531,1.301029996,0.333447274
48,0.496652939,1.505149978,0.397940009
48,0.60031933,1.176091259,0.390935107
48,0.626853415,1.301029996,0.680788612
48,0.631646663,1.301029996,0.52179165
48,0.72057272,1.397940009,0.464638559
48,0.933689709,1.477121255,0.549003262
48,1.194569839,1.477121255,0.579783597
48,1.362369363,1.505149978,0.706717782
48,1.375279436,1.397940009,0.687082845
48,1.489043953,1.602059991,0.784260583
49,-0.995678626,1.755874856,0.361727836
49,-0.950781977,1.698970004,0.226599905
49,-0.681936665,1.792391689,0.301029996
49,-0.665546249,1.799340549,0.36267093
49,-0.320572103,1.889301703,0.462397998
49,-0.286509457,1.963787827,0.489958479
49,-0.175874166,2.079181246,0.561101384
49,-0.081969663,1.929418926,0.664641976
49,-0.066512712,2.146128036,0.599883072
49,0.138302698,2.130333768,0.530199698
49,0.471144965,2.290034611,0.775974331
49,0.498310554,2.041392685,0.620136055
49,0.88286592,2.505149978,0.915663604
49,1.035509785,2.439332694,1.029586672
49,1.247973266,2.77815125,1.033021445
49,1.405687787,2.397940009,1.040008636
49,2.413802517,2.698970004,1.587374172
49,2.678518379,2.916453949,1.447855444
